superpattern 	subpattern 	confidence
1214818	1211985	0.301
761192	12949	0.208
273606	986402	0.15
1498804	2484	0.208
139635	115051	0.056
98804	186599	0.083
951	191874	0.04
428752	6757	0.052
791848	1082818	0.208
104150	1468776	0.0040
1113086	1069003	0.208
30994	863	0.045
586950	400551	0.208
89621	13033	0.0080
1047782	60819	0.208
573746	1595856	0.301
1610687	1607844	0.208
1214544	1132451	0.117
789850	3137	0.208
1467063	104174	0.208
1082944	156895	0.208
17617	1224404	0.0
1367507	36854	0.208
1395136	399272	0.15
819555	7965	0.208
258183	24839	0.267
112808	149230	0.056
1261909	190107	0.071
42072	996565	0.016
48846	761909	0.0070
139530	335	0.018
777165	907903	0.096
156124	37568	0.15
1354764	785723	0.208
6931	552926	0.108
14104	58282	0.0070
1112007	80423	0.15
615148	289508	0.15
52438	404520	0.0070
1150693	844389	0.208
774163	822269	0.208
671954	638000	0.117
1263896	679165	0.208
1629145	1178438	0.096
893549	1342278	0.208
583010	918173	0.208
569118	346530	0.301
7600	1080072	0.018
69727	431257	0.0
1293981	3618	0.208
3409	747208	0.083
553007	1032129	0.15
1314515	480060	0.301
407091	459656	0.117
1174337	1517248	0.083
1439398	1084579	0.208
139641	1480486	0.021
264260	1051758	0.208
890115	146259	0.208
7602	281049	0.0030
5823	815534	0.0050
242766	1260120	0.208
1353928	1542199	0.117
370944	1395165	0.15
3744	613971	0.0
46113	70534	0.011
1505	54097	0.0
3174	914539	0.027
986745	1327	0.208
435904	364260	0.208
1837	1097399	0.0060
399440	1015	0.15
104137	3753	0.027
490935	691524	0.301
1197597	789231	0.208
35072	423166	0.158
70601	384217	0.0050
312308	370494	0.083
406518	1466399	0.208
119754	16403	0.0080
1132661	1214877	0.208
1083131	792071	0.208
1097155	1595644	0.15
183540	94844	0.15
1122445	1328477	0.117
2447	78544	0.012
1262072	190871	0.083
909783	13552	0.15
1490559	281482	0.096
1214559	540249	0.231
778223	609272	0.15
302765	54321	0.15
55752	32700	0.0040
1214832	1132673	0.15
459765	1130343	0.096
25851	801568	0.017
1219558	1171554	0.15
428467	1182	0.096
113660	1180370	0.0050
358185	28314	0.208
561824	1301002	0.083
1177206	131538	0.117
3753	902253	0.0
509380	1197752	0.208
57108	32718	0.0020
28731	1205098	0.015
1319229	1132619	0.15
1316442	1312810	0.142
124	71350	0.0020
983258	156043	0.208
461650	275733	0.208
6825	1438115	0.096
46764	1395147	0.013
1173	11031	0.0080
920565	1276210	0.208
45463	336	0.0040
181533	113580	0.071
12227	4752	0.0040
3175	1399872	0.018
31639	771560	0.0020
459638	640914	0.15
1185	412392	0.0030
724522	382159	0.208
5791	85003	0.011
800911	146267	0.0080
1293943	666212	0.208
864	40324	0.0
3615	360372	0.0040
714252	406901	0.117
456280	7474	0.208
127078	1260745	0.051
1535007	162471	0.188
1839	1114695	0.0040
1079094	315659	0.117
647031	28047	0.208
496804	1323917	0.096
1495885	641086	0.208
162580	7837	0.137
1391131	1468843	0.15
347967	43404	0.208
43258	35719	0.189
28201	115711	0.0050
19517	1126610	0.0
237888	35160	0.117
1527582	1451698	0.117
20097	496238	0.0
736948	789225	0.208
59880	818299	0.083
76742	82030	0.017
609271	778220	0.117
244981	1249451	0.208
1217180	571320	0.096
19497	1362372	0.0
1228852	1469543	0.208
161400	60391	0.301
1666	70428	0.0
156956	1612638	0.208
1655	311871	0.0080
27063	698424	0.0010
136754	136286	0.096
862086	928934	0.047
25145	25587	0.0010
73002	1659	0.501
232677	90437	0.208
25145	25581	0.0010
1079780	157098	0.208
22671	18517	0.0020
664461	789228	0.208
1439399	1084530	0.208
344162	662955	0.208
33766	34647	0.058
15546	823065	0.0
371004	6806	0.301
991529	14114	0.0080
156487	1611538	0.208
920548	650936	0.208
1395112	1354749	0.15
1214851	697577	0.096
1451219	754368	0.208
1185	1487330	0.0030
156949	1612658	0.208
1487356	1354427	0.208
846767	757002	0.051
991505	33002	0.0010
1558155	499486	0.117
788771	104133	0.208
1469491	1228859	0.208
4459	71592	0.0020
96665	58290	0.108
729548	744064	0.208
1494737	640904	0.208
789249	672280	0.208
79397	8266	0.407
50546	724163	0.0010
1477067	16450	0.15
306810	68980	0.137
1494787	1130329	0.208
1494	789473	0.0
17006	72930	0.0080
1869	565318	0.0010
1163936	46038	0.096
11071	144623	0.0
207632	1459	0.15
725411	1622923	0.301
1056246	1231465	0.208
45716	4491	0.013
90139	232645	0.096
650946	920594	0.208
1422588	487	0.51
1090867	346528	0.15
1272016	236879	0.208
90418	232669	0.063
3494	744019	0.083
936189	747351	0.15
60411	1078602	0.013
754654	1114222	0.096
986208	845422	0.117
607637	36661	0.117
401106	1487317	0.15
47454	1054	0.0030
1107872	6598	0.208
289509	1404850	0.117
1319389	1132492	0.15
50789	844221	0.0020
4299	77413	0.0010
1095197	29367	0.208
851014	640943	0.208
645300	319249	0.301
1623111	500313	0.208
157635	106647	0.208
403861	459933	0.208
1465248	807131	0.208
46764	407103	0.026
1469953	1451734	0.15
983401	1082778	0.15
443	1504780	0.015
509318	1197732	0.208
72384	15260	0.061
404071	299831	0.208
149927	1191369	0.0010
1395817	1177112	0.25
63272	678807	0.0010
70758	1103456	0.0070
926330	1123759	0.231
1497	99275	0.0010
1259719	12994	0.208
20899	449894	0.0010
941	788552	0.083
1096060	1177	0.208
157154	1612493	0.208
30338	615526	0.0050
850991	640978	0.208
1611623	156073	0.15
1471548	33049	0.301
1197541	672321	0.208
1395129	4245	0.15
986243	1197675	0.117
682257	1548262	0.208
1328458	1122222	0.15
973967	537862	0.208
1197730	736981	0.208
24333	262351	0.033
178649	1252350	0.15
240769	412611	0.208
842152	1008005	0.208
455389	49	0.208
1331743	1292201	0.208
1217263	571316	0.117
1249018	1498821	0.02
1622	1500810	0.083
49247	610634	0.0070
527383	1212486	0.231
1302044	24364	0.208
1410455	193375	0.208
59607	17862	0.0050
979374	495990	0.15
1422965	1323673	0.208
33253	153383	0.0
1527529	1470040	0.117
1584077	61488	0.208
370694	1395206	0.15
1314487	479324	0.301
4824	59597	0.0010
983313	156995	0.208
920714	672000	0.208
1083084	792108	0.208
1196788	1103008	0.208
1024382	327852	0.208
25154	25592	0.0010
620689	983597	0.188
25658	750807	0.083
403839	1494740	0.208
135986	50147	0.025
1561552	805603	0.096
1447663	100937	0.208
237913	424825	0.096
1228728	1469727	0.15
235391	736168	0.026
399424	1395172	0.15
156703	1512965	0.208
32781	37202	0.036
982715	258863	0.208
16428	896624	0.0
920736	1197601	0.208
91314	862357	0.024
66872	1608165	0.0040
256163	509937	0.208
1607832	1840	0.117
58303	162582	0.062
9747	791843	0.02
712528	47453	0.15
664856	347255	0.15
28747	69722	0.0060
559370	118622	0.208
571129	281779	0.208
608769	1132328	0.208
335	17302	0.0
642446	1125679	0.063
7601	1082793	0.0030
63595	170465	0.0020
507041	8418	0.208
114436	497103	0.01
4840	746423	0.037
639065	64832	0.083
579684	137902	0.208
662	191953	0.031
713978	26159	0.127
256214	509927	0.208
107890	723937	0.012
240658	412386	0.208
67738	16112	0.0
1289648	5804	0.096
1078822	60372	0.117
25154	25583	0.0010
27795	341	0.0
227927	1314418	0.04
11071	44559	0.0
24735	46915	0.028
736766	1115261	0.15
566560	1114714	0.208
160439	1091404	0.15
66872	1608141	0.0040
219947	306839	0.063
1319698	1478820	0.071
892895	16096	0.15
133032	490562	0.0090
459662	1130318	0.15
37247	58619	0.019
459761	400063	0.15
79618	824492	0.0020
233978	209124	0.117
258951	982772	0.15
1230931	652473	0.376
16097	336	0.0050
1249286	1191	0.208
74418	1505	0.0080
690870	227466	0.15
800911	26151	0.012
28165	225914	0.01
1273811	1499191	0.15
1162191	633942	0.117
59191	157845	0.035
156719	1082717	0.208
246701	1467060	0.208
250706	58316	0.071
66179	37235	0.08
1391050	1468786	0.15
151576	33045	0.137
3074	864	0.0030
407065	459750	0.15
76630	1373029	0.018
901794	3725	0.15
1213023	527369	0.231
58319	1527060	0.0030
5805	59763	0.018
6420	57114	0.0
1615	207655	0.083
32781	37249	0.076
920891	442989	0.301
745252	423127	0.15
1042145	139540	0.083
1505	26193	0.0010
800911	26149	0.0060
241409	543524	0.208
423758	237910	0.208
4164	199928	0.071
1182	48208	0.0030
370232	250711	0.208
6700	1535610	0.032
82345	527954	0.0
790015	1197591	0.208
1213028	1371423	0.15
11320	4046	0.02
45	65172	0.0010
1412589	1181343	0.15
59824	336	0.02
352	91383	0.117
1091347	160254	0.208
1082856	792015	0.208
80403	1507118	0.096
71483	1165237	0.0070
16403	69725	0.0
672008	1197714	0.15
1612599	157169	0.15
76640	57335	0.0030
640942	851011	0.15
1079737	795442	0.208
156545	982639	0.15
11030	1196	0.078
5340	4751	0.0050
75042	130091	0.0070
4326	153832	0.0020
608303	778734	0.117
1132434	1214845	0.208
19497	56155	0.0
1527912	1469732	0.117
31701	68127	0.117
678790	1263935	0.15
662966	797321	0.15
16097	1567568	0.0
1110465	394858	0.208
999818	126850	0.208
160464	1091410	0.15
104127	66869	0.0090
16885	21067	0.0060
1132487	1211996	0.208
118932	25632	0.031
928959	862076	0.208
16153	28129	0.0010
229323	107722	0.208
75958	757013	0.051
865	59952	0.0010
744120	34080	0.208
540242	1371410	0.096
1495845	407145	0.208
1540723	1353814	0.15
797188	1081552	0.056
64926	16304	0.013
5236	67753	0.0
3727	351092	0.0
1406558	646747	0.208
104241	3615	0.083
1468820	1391152	0.208
1395150	46921	0.15
1082823	791686	0.208
25145	25635	0.0010
1395343	509188	0.15
1489395	710195	0.208
1302026	1427752	0.215
156958	1079806	0.208
416419	202191	0.117
845407	789209	0.208
60179	54544	0.0020
7601	1556089	0.0030
72890	580011	0.013
144629	56184	0.042
1186081	28337	0.0030
680405	65175	0.0080
79265	47401	0.324
982762	1082929	0.15
192407	1410468	0.15
1175095	18963	0.158
1319490	1404781	0.15
678977	1263697	0.15
190854	1261858	0.208
910	725339	0.043
1612460	156928	0.15
157040	983316	0.15
1197603	789234	0.208
1220848	1499163	0.208
742246	897305	0.096
1197676	1354753	0.208
890808	770913	0.083
16130	61574	0.0010
1299274	105647	0.312
1607832	1255038	0.117
1211999	540363	0.301
54308	12958	0.012
1078834	277149	0.117
49246	610645	0.017
370989	1395103	0.15
680405	57202	0.025
672315	790029	0.15
44	663355	0.0030
845515	71348	0.015
25184	17605	0.0
32266	42350	0.083
1132606	1212483	0.208
1268177	119227	0.096
56164	944985	0.0
156781	982746	0.15
156492	4010	0.208
64351	13471	0.0080
1056185	144584	0.208
1249299	122278	0.208
246834	1200159	0.208
25542	1186	0.071
1422856	1323676	0.208
8093	76627	0.013
78245	86808	0.063
1367782	19368	0.208
1220825	1499179	0.208
27783	28584	0.0080
1497269	2730	0.0010
69847	1494	0.0080
264449	262407	0.436
459616	1130394	0.15
1468825	803767	0.208
209123	210668	0.15
1985	56343	0.01
204639	735264	0.043
660	620853	0.0050
1300958	561823	0.02
836306	1300961	0.117
27849	6894	0.0020
1214822	1132664	0.15
10578	2132	0.0040
710186	1489370	0.208
580097	1080080	0.208
736755	789893	0.208
150867	40777	0.026
1211292	1371416	0.15
72048	315621	0.047
1082885	983367	0.208
412361	346372	0.208
30553	821704	0.096
974215	537893	0.208
1058	1503767	0.0020
1600306	8519	0.208
1197750	1395145	0.208
104169	787146	0.0050
290200	19497	0.15
640904	1494737	0.15
508380	384142	0.208
60738	334	0.0070
156460	1611283	0.208
1107905	6632	0.208
113660	1583282	0.0090
1319340	1405006	0.15
1196831	1103074	0.208
37245	66188	0.085
1615813	56141	0.117
1506800	31686	0.098
1494826	1130304	0.208
250896	744971	0.021
157887	59147	0.208
415638	1309028	0.208
1309086	415654	0.15
1504859	598	0.15
76020	8093	0.021
1132499	1211990	0.208
75364	45	0.036
862077	928958	0.071
1422166	137286	0.208
1558189	306317	0.117
14104	58258	0.0010
801562	455504	0.096
53706	1505	0.019
21075	1528820	0.0010
118675	48854	0.061
1082790	791883	0.208
1014029	444110	0.15
413127	239107	0.15
795462	1079735	0.208
1097863	1595556	0.15
1610578	1255002	0.208
986174	796138	0.117
70442	13607	0.0
604660	1044591	0.208
1186	48828	0.037
761430	825258	0.208
1323676	1422856	0.208
2010	724050	0.022
724388	381529	0.208
1000333	30829	0.117
107700	229275	0.04
960706	122598	0.208
2539	210542	0.047
1230964	410175	0.013
51613	1860	0.137
790052	672268	0.208
72879	400879	0.0010
291970	1564102	0.15
46817	1494	0.0030
209114	233979	0.15
128952	72263	0.096
1051808	707740	0.108
1524502	16403	0.208
50195	1192231	0.0060
1114707	754678	0.15
1097936	1595573	0.15
207625	1392	0.117
4493	1195	0.025
863	1408921	0.0
1071687	95607	0.117
1082816	983386	0.208
31683	27623	0.0040
3781	84737	0.0
147612	991528	0.027
459669	1130313	0.15
148374	1612464	0.0050
316951	77115	0.15
329909	1250272	0.056
871810	1151678	0.208
17631	3742	0.032
240875	412717	0.208
1177	4024	0.0030
860147	929385	0.047
1114715	1083017	0.15
1249274	785724	0.208
290983	163875	0.208
1469547	1228811	0.208
345054	1090925	0.117
662961	797262	0.15
1097907	1595533	0.15
1095137	645	0.436
336	111181	0.0
587685	1333612	0.208
5805	1860	0.063
808714	1535491	0.208
85598	82346	0.171
335	17062	0.0010
157625	1386759	0.208
1459214	1666	0.208
262555	1293838	0.096
73532	98708	0.037
3106	1095136	0.083
571619	1217116	0.15
1431515	264716	0.208
1335424	507049	0.096
790017	1395347	0.208
1132475	1212067	0.208
1122313	846075	0.011
1314681	67753	0.15
417870	1599977	0.117
81681	60940	0.0070
1499178	1273702	0.117
8265	71555	0.0020
10364	28337	0.0020
1319364	1132656	0.15
157866	106652	0.208
4820	11935	0.0010
54412	4752	0.0060
156066	983436	0.15
289565	4230	0.096
315466	1078809	0.096
19535	71548	0.0020
1589745	713746	0.023
21075	29538	0.0050
1513903	1109089	0.208
237907	205365	0.188
60805	1054171	0.0040
12559	1233880	0.0080
2081	125041	0.0090
1097174	1595608	0.231
1620877	177715	0.117
22039	1287669	0.0020
2458	205002	0.047
53342	16097	0.096
1069000	1113091	0.208
1224311	1058513	0.208
17859	11935	0.0030
1078815	315727	0.117
1339835	91888	0.208
335	56098	0.0
823660	218756	0.208
407	43240	0.04
370209	250715	0.208
1415056	33331	0.0050
75293	100046	0.0010
56141	16455	0.0070
218752	823664	0.208
732	78292	0.0060
1535495	808711	0.208
1564077	292047	0.15
1610606	1607831	0.208
985865	280383	0.117
3244	789759	0.047
579884	875	0.208
209269	126843	0.208
914876	1422536	0.15
1213102	66921	0.15
917743	583064	0.208
778283	608841	0.208
1213160	1251011	0.208
16454	28311	0.0010
415906	939778	0.231
1053	220120	0.0
6635	1217051	0.056
1588850	798899	0.017
407133	858652	0.15
571124	281612	0.208
1584040	61490	0.208
1079923	745142	0.043
351105	3717	0.301
6894	9716	0.0
66196	68957	0.085
417872	1599976	0.15
329730	1219841	0.208
1513417	50	0.15
157257	983219	0.208
46035	71036	0.0070
509362	1395105	0.208
67890	1147802	0.0
400663	920548	0.15
1097342	1049	0.208
1255778	729525	0.208
1433774	57799	0.071
792001	1835	0.208
664468	370900	0.208
56340	130091	0.011
842153	1008006	0.208
1197545	1354709	0.208
121945	920885	0.03
260485	1293829	0.096
2462	59590	0.0020
1612545	1512988	0.15
130468	527381	0.096
1114599	1255062	0.15
48846	1553477	0.0070
140428	21196	0.055
1228743	1469666	0.208
32812	233375	0.096
641092	850914	0.15
25593	19534	0.04
629907	1241141	0.117
1056452	1231410	0.15
1361545	410667	0.15
1180	59797	0.015
3363	147038	0.0060
1274855	1499218	0.15
57126	335	0.0030
137353	744308	0.0030
1197571	985864	0.208
3081	27897	0.0010
489958	169837	0.208
1253598	1273734	0.117
1219231	1499653	0.208
571291	1217283	0.15
1610616	1607816	0.208
659073	98521	0.208
1232047	104171	0.208
214963	233400	0.208
974259	537881	0.208
94775	81386	0.083
239124	413159	0.208
13205	357551	0.019
4282	399232	0.098
24559	26151	0.0030
190163	189910	0.037
986164	1197601	0.117
88610	678263	0.04
861516	976230	0.208
1067614	44	0.077
99916	152815	0.017
672293	1197595	0.15
932221	63918	0.208
1212498	527404	0.301
1096130	1321602	0.208
1241550	19533	0.0070
411305	19518	0.055
19093	517354	0.028
11448	10765	0.0070
1092480	4001	0.208
22679	990029	0.0
122420	919441	0.096
61473	999549	0.015
1468972	1390828	0.208
1595186	579685	0.071
99925	30487	0.0050
9318	121432	0.012
75085	1511419	0.0090
1490510	281434	0.096
1091405	160459	0.208
1214542	1211921	0.231
459650	1494728	0.15
288026	1563669	0.158
1080174	370655	0.208
35380	1595501	0.027
1125679	847557	0.301
281775	571158	0.208
1478783	1319687	0.117
17353	57183	0.0
436373	15194	0.117
1449991	1456997	0.15
1078731	231238	0.082
45	14579	0.0030
1303924	1022	0.098
400460	587624	0.208
107837	19729	0.108
30526	823639	0.096
45698	277145	0.027
263529	1252760	0.019
983309	156985	0.208
632091	1497	0.208
207680	1493	0.15
235396	736152	0.032
288368	34092	0.117
545373	499904	0.071
257900	982693	0.208
315589	72035	0.096
148673	146906	0.097
1132642	1319182	0.208
4127	1182	0.438
54057	1384666	0.0030
1134968	1586727	0.208
1543920	304487	0.208
509209	986165	0.208
95632	1175117	0.0010
6789	1217272	0.056
1497	144616	0.0
115740	58163	0.0010
1224839	75474	0.083
496083	6025	0.208
1595887	572796	0.301
24457	2132	0.015
160857	69490	0.208
60739	10988	0.0010
28241	56185	0.026
1229090	104170	0.15
46038	356288	0.0010
916938	359743	0.208
1211996	1371342	0.15
1622929	725285	0.301
1274973	1499233	0.15
641126	1495870	0.15
1348	1558191	0.0080
8233	8067	0.301
60429	3238	0.174
222263	407080	0.117
474822	1541942	0.096
37239	66184	0.061
664364	62860	0.096
540366	1212012	0.231
1855	1249486	0.0060
394799	59768	0.208
335	24742	0.0
789209	672283	0.15
95633	94854	0.0010
1487335	401098	0.208
1395137	428746	0.301
218749	823665	0.208
8268	306858	0.0
867595	996233	0.15
776639	1080034	0.15
68703	754851	0.0030
1122411	1328566	0.117
1077002	122829	0.15
664795	370991	0.208
1495854	640917	0.208
583041	917775	0.208
1078805	315468	0.117
1090164	822339	0.208
295880	68761	0.15
19534	29264	0.0
1150709	845490	0.208
1139884	901936	0.15
287936	1069062	0.117
1612361	7600	0.15
639374	4178	0.15
36252	25609	0.0040
900966	58290	0.208
413233	238939	0.15
11168	11935	0.023
1051	4752	0.0010
920551	1275496	0.208
1197343	736755	0.208
292835	62696	0.208
5795	1114225	0.0070
1386777	157647	0.096
1097869	258552	0.117
56141	932316	0.0010
825586	765944	0.208
14760	92705	0.0010
109054	128195	0.018
60804	110424	0.012
661072	1053160	0.301
1498786	876	0.208
1004774	609720	0.208
35623	1097201	0.024
36515	1138210	0.0030
48651	126489	0.013
724163	1373029	0.208
1386855	157883	0.096
242689	58740	0.15
608999	779040	0.117
17606	1439961	0.0
45353	36390	0.0010
59985	818319	0.083
404076	640915	0.208
792134	1082990	0.208
851277	639369	0.208
263375	1734	0.117
37245	306841	0.085
334	69552	0.0
1197572	1354431	0.208
334	147142	0.0010
211795	24881	0.096
53972	279143	0.0010
1315243	183470	0.117
1564054	292053	0.15
1403712	25725	0.208
1590	1622960	0.0050
59591	1427684	0.0050
161224	19207	0.158
992631	1196	0.438
36555	9629	0.0050
26136	330751	0.01
6185	574733	0.071
48797	60440	0.067
571629	1217206	0.117
1469686	803771	0.208
2460	35155	0.12
1549054	774389	0.15
6895	15554	0.0010
1487427	1276189	0.208
1548648	1268744	0.15
263373	879518	0.117
97680	69616	0.365
1354729	459757	0.208
50568	48407	0.0020
4752	1261807	0.0
88629	702301	0.0040
1130410	1495898	0.208
1505	10141	0.0010
52247	1167418	0.137
928942	860139	0.15
808711	66868	0.208
123684	660409	0.0010
24735	1572240	0.0040
262843	1293944	0.096
691517	490941	0.137
158955	3717	0.15
640979	850995	0.15
330338	39960	0.117
1408	207792	0.083
1390928	1468922	0.15
347798	8267	0.026
495855	3757	0.208
75255	239218	0.037
193592	869276	0.096
859703	407082	0.208
10188	736944	0.026
587	1504850	0.0050
1082848	983250	0.208
305758	113978	0.15
588601	839466	0.208
839612	77117	0.098
664909	347153	0.208
121945	442986	0.03
27780	1506769	0.0
4460	104282	0.0
162380	183898	0.066
30996	16097	0.065
13478	16403	0.0
306842	4458	0.071
1345297	6179	0.208
403564	462307	0.117
69146	26342	0.011
141534	4289	0.062
14169	861378	0.096
1554460	25608	0.15
1168705	854711	0.0010
162382	161398	0.066
1080073	745143	0.043
1132602	1212465	0.208
5233	8273	0.011
19533	26829	0.0
10180	264416	0.024
29536	1287680	0.0020
357500	70712	0.15
157189	1865	0.15
13478	16428	0.0
638010	59803	0.208
1143085	1260135	0.208
240054	1021915	0.231
920737	1197576	0.208
982736	156082	0.15
1211910	540257	0.301
3745	13146	0.0040
1314682	479334	0.301
257988	983283	0.208
1453616	58289	0.031
1108854	907535	0.117
3722	1071728	0.0010
424282	34353	0.188
162227	73001	0.089
987835	6351	0.208
17859	28434	0.0010
1538788	1039018	0.015
468330	796962	0.117
1255347	1607800	0.15
883591	410321	0.208
1114732	1177	0.301
118395	446121	0.137
867590	996245	0.15
1497	1472331	0.0
2132	2071	0.0
3693	350998	0.0010
448643	59728	0.301
58258	14104	0.188
304659	1544098	0.15
31861	10185	0.0010
895737	1521856	0.15
1398954	756698	0.208
109776	1201368	0.032
70018	6179	0.017
56140	24280	0.0010
1512980	157260	0.15
32700	123678	0.0
1082937	791959	0.208
25510	677499	0.0010
14572	51290	0.083
1228890	1469554	0.15
239084	413244	0.208
859702	289564	0.15
664765	789911	0.208
65575	1368023	0.063
16447	297898	0.013
34289	43256	0.071
302005	263426	0.15
991201	126576	0.193
1195838	1414563	0.208
10578	15104	0.0020
1595664	1097203	0.208
136626	56543	0.0060
428761	650946	0.027
239817	35191	0.117
281313	70240	0.208
845420	790084	0.208
573726	72136	0.15
540253	1214844	0.15
335	56136	0.0030
399414	6786	0.15
797274	665313	0.208
3279	789781	0.047
37211	32672	0.052
1026	3626	0.012
571132	281618	0.208
66401	876230	0.0
1666	1181358	0.0
571352	1217216	0.117
153107	16097	0.083
1319230	1404928	0.15
1332960	135986	0.071
370846	1395117	0.15
725288	745165	0.301
407144	1495887	0.117
51292	476644	0.0070
1395145	1197750	0.15
15194	48817	0.023
1215188	595246	0.096
920657	736922	0.208
31602	27624	0.0030
37240	32706	0.078
44451	19515	0.096
47673	16148	0.071
174575	51293	0.376
196191	71588	0.15
1234135	58084	0.208
277163	1078809	0.013
1214829	1212013	0.301
4515	5236	0.0010
70636	78310	0.011
58291	13471	0.0010
1134760	1268876	0.208
459752	400079	0.15
1217115	571620	0.15
271807	66187	0.208
1272104	237062	0.208
34519	513932	0.0050
1395192	399450	0.208
1404761	83514	0.208
400351	1427703	0.083
1542300	1353248	0.15
714293	933558	0.096
1191536	95344	0.117
584136	1452310	0.208
28584	86456	0.0020
24976	726763	0.0060
1494	1257259	0.0
662966	347170	0.15
346360	239244	0.117
51333	14417	0.084
177026	11020	0.096
1091347	1841	0.208
723938	578530	0.208
17063	1122317	0.015
580084	1304097	0.208
172975	1414472	0.208
1078541	315516	0.117
1586862	1135173	0.208
94170	66871	0.011
54030	1384676	0.0030
1082731	983346	0.208
16428	58292	0.0
532757	775701	0.096
131617	79187	0.0020
1611471	1513015	0.208
289566	370663	0.188
131759	2132	0.029
311851	72389	0.158
992631	66869	0.208
70018	26151	0.017
21124	1261800	0.0020
3073	1023790	0.0010
498709	1127666	0.15
78301	993003	0.019
665898	1175145	0.301
772030	19514	0.059
1275741	1487319	0.208
30829	24958	0.0060
1250149	62657	0.208
1069015	287946	0.208
26150	26159	0.071
96361	19535	0.083
257980	537862	0.15
906747	1561215	0.15
154612	25770	0.188
231913	32833	0.15
1231018	410113	0.013
262847	666276	0.301
1414557	252143	0.208
417	846746	0.0090
66462	66565	0.025
1371411	1211936	0.208
580110	1080084	0.208
60629	1455000	0.058
460963	189465	0.15
16097	22666	0.0
1293944	1175093	0.208
914872	1249201	0.301
791658	1082745	0.208
24059	776638	0.0040
744120	11039	0.208
1155451	30273	0.208
1176	156728	0.0020
335	24609	0.0010
8266	25604	0.0010
104173	1232029	0.0050
483153	161592	0.05
117472	1173	0.098
335	17190	0.0
860730	844764	0.117
1212496	1319407	0.15
1333709	587294	0.096
225500	1143283	0.117
58663	37236	0.083
115740	147622	0.0040
1182	85003	0.0080
648552	281461	0.208
132761	27787	0.011
859629	4283	0.15
413162	239123	0.15
1024012	1114097	0.158
1175109	3735	0.158
789824	784	0.208
53643	72475	0.0010
1319220	1132600	0.15
1078731	128934	0.127
982764	156807	0.208
24	221564	0.014
4320	662572	0.0
14385	1457942	0.0010
26531	335	0.0060
242782	1260132	0.208
59188	1141565	0.035
31861	10364	0.0040
1276052	469743	0.49
410148	1230988	0.117
73492	98667	0.037
135851	13033	0.012
66388	4811	0.0010
17302	58292	0.0070
370487	48820	0.074
407147	859631	0.117
714313	407002	0.15
46921	850906	0.01
498641	1124222	0.15
5714	814641	0.098
3972	650944	0.043
1319330	1132677	0.15
64832	29053	0.0010
920889	121940	0.208
1468956	1180	0.208
1214538	1211917	0.301
1230949	1230626	0.096
1319487	1132457	0.15
160376	1091635	0.15
1548946	774379	0.15
4005	1249278	0.0080
75200	110370	0.05
920547	1354719	0.208
526166	71039	0.096
399233	859629	0.15
20096	4515	0.0030
69064	1108553	0.083
22573	965379	0.0
91050	1480486	0.026
407133	459652	0.15
2518	579676	0.043
50835	1288774	0.0040
143224	1468107	0.056
504656	1302491	0.208
29609	65457	0.0010
54544	29900	0.0010
106698	157597	0.051
791841	1114723	0.208
299581	34101	0.117
27023	24655	0.0030
1097166	35445	0.15
1484022	226552	0.15
938334	1068806	0.208
169849	247531	0.15
1214869	1132476	0.117
399431	459579	0.15
81308	433760	0.0010
789249	59795	0.208
580132	1622903	0.208
1471633	745153	0.208
1102738	48163	0.117
11935	1110534	0.0010
1395342	509185	0.15
11456	10759	0.0090
37240	32676	0.038
709286	854240	0.15
1613261	156941	0.15
604420	385117	0.047
107736	1562786	0.0040
59240	662689	0.035
11945	33253	0.0010
4820	44562	0.0
32919	20630	0.0020
1597516	1596046	0.208
214779	232057	0.208
33848	174836	0.0040
901903	1139838	0.208
237894	34534	0.15
156916	4016	0.208
1614864	149720	0.301
1911	1498810	0.027
207657	1617	0.15
17864	28327	0.0
255773	1169	0.117
1214870	1371299	0.117
1197757	1395150	0.208
785762	1260107	0.096
985037	36990	0.071
359651	917018	0.117
1235761	32226	0.137
650994	1275773	0.208
16140	85551	0.0020
1656	73001	0.056
65982	19496	0.0090
586971	400489	0.15
147171	1186081	0.0020
1553476	3085	0.117
19533	53643	0.0010
32900	723933	0.043
424540	237907	0.108
66177	69003	0.09
231883	1548594	0.15
51845	5271	0.0010
911	606745	0.013
1469930	1451716	0.208
1354796	459926	0.208
1232018	104152	0.15
16454	98483	0.0
1410732	57108	0.117
454324	650	0.137
587014	400615	0.208
1401037	1571764	0.117
58318	3218	0.581
27911	33253	0.022
46367	70659	0.026
105649	10575	0.101
17353	57098	0.0010
5797	66871	0.045
302694	1330878	0.376
1314659	479356	0.301
124047	44	0.053
124	562468	0.0010
1321485	1312772	0.066
1544080	304488	0.208
1197678	671949	0.208
17993	31640	0.0010
264289	107013	0.208
99925	56178	0.0080
13790	122655	0.0040
1604	1498849	0.017
172975	1414605	0.208
4736	147035	0.01
9182	5176	0.096
66434	641097	0.032
1190	802742	0.0090
415623	127636	0.15
1217246	6797	0.096
59798	986213	0.0070
30135	1110552	0.0010
1082715	791638	0.208
1387838	640760	0.231
1564065	1339230	0.208
8266	25680	0.0010
982783	1083133	0.208
19779	479339	0.0
864	40995	0.0
130471	540288	0.096
189914	26487	0.208
58292	784174	0.0
8266	25626	0.0040
